date,day_of_week,month,product_name,category,selling_price,stock_before_sale,payment_method,quantity_sold
2025-08-31,Sunday,8,Toothpaste,Personal Care,95,41,Cash,11
2025-11-27,Thursday,11,Maggi,Grocery,15,55,UPI,22
2025-08-21,Thursday,8,Milk,Dairy,60,40,Cash,14
2025-04-01,Tuesday,4,Juice,Beverage,55,62,UPI,11
2025-05-01,Thursday,5,Maggi,Grocery,15,76,Cash,19
2025-12-13,Saturday,12,Rice,Grocery,70,80,UPI,11
2025-05-02,Friday,5,Bread,Bakery,35,48,UPI,16
2025-08-30,Saturday,8,Bread,Bakery,35,46,Card,23
2025-11-09,Sunday,11,Bread,Bakery,35,68,UPI,25
2025-11-20,Thursday,11,Biscuit,Snacks,25,47,UPI,15
2025-10-19,Sunday,10,Maggi,Grocery,15,51,Card,24
2025-03-29,Saturday,3,Sugar,Grocery,45,50,Cash,12
2025-11-23,Sunday,11,Chips,Snacks,20,77,Card,22
2025-09-25,Thursday,9,Maggi,Grocery,15,52,Cash,19
2025-05-23,Friday,5,Chips,Snacks,20,74,UPI,8
2025-05-07,Wednesday,5,Cold Drink,Beverage,40,73,UPI,16
2025-03-18,Tuesday,3,Juice,Beverage,55,29,UPI,9
2025-08-29,Friday,8,Maggi,Grocery,15,42,UPI,20
2025-12-23,Tuesday,12,Rice,Grocery,70,53,UPI,5
2025-01-07,Tuesday,1,Maggi,Grocery,15,52,UPI,19
2025-11-28,Friday,11,Milk,Dairy,60,66,Cash,16
2025-08-24,Sunday,8,Bread,Bakery,35,45,Card,24
2025-03-12,Wednesday,3,Sugar,Grocery,45,40,Cash,9
2025-08-26,Tuesday,8,Rice,Grocery,70,65,UPI,5
2025-06-20,Friday,6,Cold Drink,Beverage,40,53,UPI,15
2025-11-10,Monday,11,Milk,Dairy,60,76,Card,17
2025-01-29,Wednesday,1,Biscuit,Snacks,25,76,UPI,13
2025-07-16,Wednesday,7,Maggi,Grocery,15,67,Cash,18
2025-03-31,Monday,3,Milk,Dairy,60,83,UPI,18
2025-04-15,Tuesday,4,Biscuit,Snacks,25,51,UPI,10
2025-09-02,Tuesday,9,Maggi,Grocery,15,84,UPI,20
2025-04-26,Saturday,4,Biscuit,Snacks,25,53,UPI,16
2025-01-28,Tuesday,1,Rice,Grocery,70,48,UPI,5
2025-09-27,Saturday,9,Tea,Beverage,120,78,UPI,13
2025-05-30,Friday,5,Chips,Snacks,20,70,UPI,11
2025-12-21,Sunday,12,Toothpaste,Personal Care,95,57,UPI,8
2025-04-02,Wednesday,4,Rice,Grocery,70,31,UPI,7
2025-12-23,Tuesday,12,Milk,Dairy,60,66,UPI,15
2025-11-18,Tuesday,11,Bread,Bakery,35,63,Card,17
2025-03-09,Sunday,3,Tea,Beverage,120,61,UPI,15
2025-05-30,Friday,5,Toothpaste,Personal Care,95,29,UPI,5
2025-09-24,Wednesday,9,Chips,Snacks,20,56,Cash,10
2025-06-17,Tuesday,6,Toothpaste,Personal Care,95,64,Cash,7
2025-10-08,Wednesday,10,Tea,Beverage,120,54,Cash,15
2025-06-06,Friday,6,Cold Drink,Beverage,40,48,UPI,14
2025-01-25,Saturday,1,Butter,Dairy,55,48,UPI,10
2025-03-24,Monday,3,Bread,Bakery,35,55,UPI,17
2025-12-29,Monday,12,Bread,Bakery,35,44,UPI,14
2025-06-12,Thursday,6,Maggi,Grocery,15,48,UPI,20
2025-04-16,Wednesday,4,Rice,Grocery,70,74,UPI,9
2025-06-26,Thursday,6,Milk,Dairy,60,58,UPI,15
2025-10-01,Wednesday,10,Butter,Dairy,55,29,UPI,8
2025-03-16,Sunday,3,Tea,Beverage,120,44,UPI,15
2025-09-17,Wednesday,9,Biscuit,Snacks,25,72,Cash,11
2025-05-29,Thursday,5,Sugar,Grocery,45,72,UPI,10
2025-08-15,Friday,8,Coffee,Beverage,180,69,UPI,5
2025-01-21,Tuesday,1,Sugar,Grocery,45,70,Cash,7
2025-07-25,Friday,7,Milk,Dairy,60,52,UPI,18
2025-01-29,Wednesday,1,Maggi,Grocery,15,81,UPI,20
2025-05-23,Friday,5,Tea,Beverage,120,29,UPI,8
2025-12-13,Saturday,12,Chips,Snacks,20,60,UPI,15
2025-11-06,Thursday,11,Milk,Dairy,60,63,UPI,18
2025-07-09,Wednesday,7,Chips,Snacks,20,54,UPI,11
2025-06-07,Saturday,6,Milk,Dairy,60,49,UPI,24
2025-08-01,Friday,8,Cold Drink,Beverage,40,47,UPI,9
2025-08-06,Wednesday,8,Biscuit,Snacks,25,40,Cash,12
2025-03-15,Saturday,3,Soap,Personal Care,40,58,Card,8
2025-06-21,Saturday,6,Tea,Beverage,120,82,UPI,14
2025-11-24,Monday,11,Maggi,Grocery,15,54,Cash,23
2025-03-12,Wednesday,3,Biscuit,Snacks,25,41,Cash,10
2025-09-09,Tuesday,9,Milk,Dairy,60,53,Cash,14
2025-10-14,Tuesday,10,Milk,Dairy,60,41,Cash,20
2025-06-03,Tuesday,6,Bread,Bakery,35,43,Cash,16
2025-08-02,Saturday,8,Cold Drink,Beverage,40,77,Cash,13
2025-05-22,Thursday,5,Maggi,Grocery,15,43,Cash,19
2025-09-04,Thursday,9,Milk,Dairy,60,65,Card,18
2025-09-01,Monday,9,Shampoo,Personal Care,180,44,UPI,1
2025-05-13,Tuesday,5,Coffee,Beverage,180,61,UPI,4
2025-12-21,Sunday,12,Milk,Dairy,60,50,UPI,20
2025-11-22,Saturday,11,Milk,Dairy,60,61,UPI,23
2025-09-21,Sunday,9,Juice,Beverage,55,78,UPI,10
2025-10-06,Monday,10,Biscuit,Snacks,25,78,Cash,15
2025-12-24,Wednesday,12,Milk,Dairy,60,42,UPI,16
2025-03-15,Saturday,3,Milk,Dairy,60,71,UPI,18
2025-07-30,Wednesday,7,Chips,Snacks,20,40,UPI,10
2025-04-24,Thursday,4,Bread,Bakery,35,84,Card,14
2025-09-27,Saturday,9,Soap,Personal Care,40,77,Cash,13
2025-08-24,Sunday,8,Maggi,Grocery,15,47,Card,19
2025-06-09,Monday,6,Sugar,Grocery,45,36,Cash,8
2025-11-02,Sunday,11,Cold Drink,Beverage,40,83,UPI,18
2025-03-02,Sunday,3,Biscuit,Snacks,25,78,UPI,14
2025-03-06,Thursday,3,Bread,Bakery,35,42,Card,14
2025-02-27,Thursday,2,Rice,Grocery,70,26,Cash,5
2025-01-22,Wednesday,1,Biscuit,Snacks,25,36,UPI,10
2025-10-31,Friday,10,Toothpaste,Personal Care,95,36,Card,9
2025-06-04,Wednesday,6,Maggi,Grocery,15,84,UPI,16
2025-11-05,Wednesday,11,Maggi,Grocery,15,55,UPI,23
2025-02-16,Sunday,2,Milk,Dairy,60,77,UPI,20
2025-09-14,Sunday,9,Bread,Bakery,35,73,Cash,21
2025-10-24,Friday,10,Maggi,Grocery,15,55,Cash,22
2025-03-29,Saturday,3,Butter,Dairy,55,77,UPI,11
2025-09-16,Tuesday,9,Bread,Bakery,35,59,Cash,16
2025-12-11,Thursday,12,Bread,Bakery,35,44,Cash,13
2025-08-06,Wednesday,8,Butter,Dairy,55,57,UPI,5
2025-06-10,Tuesday,6,Maggi,Grocery,15,65,UPI,16
2025-07-04,Friday,7,Maggi,Grocery,15,73,Cash,18
2025-09-10,Wednesday,9,Maggi,Grocery,15,60,UPI,16
2025-06-09,Monday,6,Soap,Personal Care,40,39,Cash,5
2025-08-08,Friday,8,Milk,Dairy,60,39,Card,15
2025-12-14,Sunday,12,Chips,Snacks,20,34,Card,14
2025-02-23,Sunday,2,Tea,Beverage,120,69,Cash,16
2025-03-15,Saturday,3,Maggi,Grocery,15,89,Cash,25
2025-03-28,Friday,3,Maggi,Grocery,15,59,Card,16
2025-11-01,Saturday,11,Milk,Dairy,60,70,Cash,23
2025-10-25,Saturday,10,Milk,Dairy,60,70,UPI,28
2025-07-27,Sunday,7,Soap,Personal Care,40,49,UPI,12
2025-03-04,Tuesday,3,Sugar,Grocery,45,59,UPI,8
2025-03-10,Monday,3,Shampoo,Personal Care,180,27,Cash,1
2025-09-13,Saturday,9,Chips,Snacks,20,56,Cash,12
2025-06-05,Thursday,6,Milk,Dairy,60,77,UPI,18
2025-09-24,Wednesday,9,Maggi,Grocery,15,89,UPI,19
2025-09-12,Friday,9,Milk,Dairy,60,69,UPI,17
2025-10-04,Saturday,10,Milk,Dairy,60,70,Card,23
2025-08-19,Tuesday,8,Maggi,Grocery,15,62,UPI,18
2025-04-01,Tuesday,4,Maggi,Grocery,15,82,Card,20
2025-12-28,Sunday,12,Milk,Dairy,60,68,UPI,21
2025-09-07,Sunday,9,Biscuit,Snacks,25,79,UPI,16
2025-10-04,Saturday,10,Coffee,Beverage,180,73,Card,18
2025-07-20,Sunday,7,Tea,Beverage,120,72,Card,15
2025-06-30,Monday,6,Soap,Personal Care,40,44,UPI,4
2025-03-07,Friday,3,Coffee,Beverage,180,47,Cash,5
2025-11-17,Monday,11,Coffee,Beverage,180,60,UPI,13
2025-06-29,Sunday,6,Milk,Dairy,60,53,UPI,18
2025-02-13,Thursday,2,Milk,Dairy,60,53,UPI,14
2025-10-03,Friday,10,Bread,Bakery,35,66,Cash,17
2025-09-21,Sunday,9,Rice,Grocery,70,34,Cash,13
2025-06-12,Thursday,6,Coffee,Beverage,180,62,UPI,6
2025-09-08,Monday,9,Coffee,Beverage,180,67,Cash,3
2025-09-15,Monday,9,Milk,Dairy,60,46,Cash,16
2025-08-12,Tuesday,8,Milk,Dairy,60,66,Cash,15
2025-02-08,Saturday,2,Butter,Dairy,55,50,UPI,12
2025-10-21,Tuesday,10,Milk,Dairy,60,79,Cash,20
2025-10-24,Friday,10,Maggi,Grocery,15,63,UPI,22
2025-09-29,Monday,9,Coffee,Beverage,180,53,UPI,6
2025-11-30,Sunday,11,Chips,Snacks,20,82,UPI,20
2025-07-25,Friday,7,Bread,Bakery,35,74,UPI,15
2025-10-08,Wednesday,10,Toothpaste,Personal Care,95,67,Cash,7
2025-10-23,Thursday,10,Cold Drink,Beverage,40,74,Card,12
2025-08-28,Thursday,8,Biscuit,Snacks,25,71,UPI,11
2025-08-11,Monday,8,Soap,Personal Care,40,72,Cash,6
2025-07-06,Sunday,7,Tea,Beverage,120,49,UPI,14
2025-06-03,Tuesday,6,Toothpaste,Personal Care,95,53,UPI,7
2025-02-02,Sunday,2,Chips,Snacks,20,52,Cash,15
2025-05-12,Monday,5,Toothpaste,Personal Care,95,43,UPI,8
2025-04-09,Wednesday,4,Maggi,Grocery,15,51,Cash,16
2025-09-06,Saturday,9,Milk,Dairy,60,71,Cash,24
2025-03-23,Sunday,3,Maggi,Grocery,15,43,UPI,22
2025-12-04,Thursday,12,Chips,Snacks,20,43,Cash,12
2025-09-06,Saturday,9,Maggi,Grocery,15,44,UPI,19
2025-02-02,Sunday,2,Milk,Dairy,60,84,Cash,22
2025-03-13,Thursday,3,Maggi,Grocery,15,44,Cash,17
2025-03-03,Monday,3,Tea,Beverage,120,73,Cash,11
2025-09-26,Friday,9,Juice,Beverage,55,58,Card,7
2025-03-04,Tuesday,3,Bread,Bakery,35,56,Cash,15
2025-05-01,Thursday,5,Biscuit,Snacks,25,45,UPI,12
2025-05-21,Wednesday,5,Bread,Bakery,35,62,UPI,16
2025-09-09,Tuesday,9,Coffee,Beverage,180,50,Cash,7
2025-10-07,Tuesday,10,Maggi,Grocery,15,87,UPI,24
2025-03-16,Sunday,3,Milk,Dairy,60,87,UPI,22
2025-11-27,Thursday,11,Milk,Dairy,60,80,Card,16
2025-05-10,Saturday,5,Toothpaste,Personal Care,95,53,Cash,14
2025-12-17,Wednesday,12,Biscuit,Snacks,25,63,Card,9
2025-07-18,Friday,7,Cold Drink,Beverage,40,51,Card,6
2025-06-04,Wednesday,6,Juice,Beverage,55,50,UPI,11
2025-08-13,Wednesday,8,Cold Drink,Beverage,40,77,Cash,8
2025-05-21,Wednesday,5,Chips,Snacks,20,77,Card,8
2025-07-31,Thursday,7,Sugar,Grocery,45,73,UPI,8
2025-02-21,Friday,2,Juice,Beverage,55,70,UPI,6
2025-08-04,Monday,8,Maggi,Grocery,15,86,Cash,20
2025-08-21,Thursday,8,Biscuit,Snacks,25,77,UPI,9
2025-11-19,Wednesday,11,Toothpaste,Personal Care,95,30,UPI,10
2025-06-10,Tuesday,6,Shampoo,Personal Care,180,30,UPI,5
2025-11-29,Saturday,11,Bread,Bakery,35,72,UPI,24
2025-05-14,Wednesday,5,Biscuit,Snacks,25,73,Cash,10
2025-05-25,Sunday,5,Milk,Dairy,60,64,UPI,18
2025-07-13,Sunday,7,Rice,Grocery,70,34,Card,13
2025-11-28,Friday,11,Juice,Beverage,55,57,UPI,8
2025-03-28,Friday,3,Biscuit,Snacks,25,54,Cash,9
2025-03-18,Tuesday,3,Soap,Personal Care,40,45,UPI,2
2025-01-08,Wednesday,1,Coffee,Beverage,180,82,Card,13
2025-12-11,Thursday,12,Sugar,Grocery,45,36,UPI,9
2025-05-17,Saturday,5,Bread,Bakery,35,65,UPI,21
2025-11-04,Tuesday,11,Cold Drink,Beverage,40,77,Cash,11
2025-07-29,Tuesday,7,Rice,Grocery,70,27,UPI,6
2025-11-13,Thursday,11,Milk,Dairy,60,63,Cash,20
2025-02-13,Thursday,2,Toothpaste,Personal Care,95,54,UPI,4
2025-12-21,Sunday,12,Milk,Dairy,60,86,UPI,21
2025-11-02,Sunday,11,Rice,Grocery,70,67,UPI,12
2025-05-01,Thursday,5,Milk,Dairy,60,59,Card,17
2025-11-03,Monday,11,Juice,Beverage,55,43,UPI,7
2025-07-22,Tuesday,7,Rice,Grocery,70,35,Card,7
2025-10-25,Saturday,10,Coffee,Beverage,180,64,UPI,12
2025-08-28,Thursday,8,Milk,Dairy,60,40,UPI,15
2025-03-14,Friday,3,Tea,Beverage,120,36,UPI,9
2025-09-13,Saturday,9,Butter,Dairy,55,58,UPI,11
2025-11-10,Monday,11,Cold Drink,Beverage,40,54,UPI,14
2025-09-09,Tuesday,9,Bread,Bakery,35,69,Card,14
2025-08-14,Thursday,8,Toothpaste,Personal Care,95,36,UPI,4
2025-01-19,Sunday,1,Bread,Bakery,35,51,Cash,21
2025-09-11,Thursday,9,Sugar,Grocery,45,54,UPI,6
2025-09-06,Saturday,9,Biscuit,Snacks,25,45,Cash,18
2025-03-05,Wednesday,3,Cold Drink,Beverage,40,33,UPI,8
2025-03-28,Friday,3,Milk,Dairy,60,55,Cash,18
2025-04-19,Saturday,4,Toothpaste,Personal Care,95,64,Cash,11
2025-02-09,Sunday,2,Bread,Bakery,35,83,UPI,20
2025-05-26,Monday,5,Milk,Dairy,60,59,UPI,14
2025-02-24,Monday,2,Juice,Beverage,55,36,UPI,7
2025-12-29,Monday,12,Sugar,Grocery,45,58,Cash,9
2025-12-03,Wednesday,12,Milk,Dairy,60,55,Card,14
2025-08-20,Wednesday,8,Toothpaste,Personal Care,95,72,Card,6
2025-10-19,Sunday,10,Cold Drink,Beverage,40,74,UPI,13
2025-02-06,Thursday,2,Chips,Snacks,20,70,UPI,12
2025-04-02,Wednesday,4,Rice,Grocery,70,75,Card,6
2025-04-17,Thursday,4,Maggi,Grocery,15,61,Cash,17
2025-12-01,Monday,12,Milk,Dairy,60,42,UPI,15
2025-06-08,Sunday,6,Chips,Snacks,20,58,Cash,16
2025-09-20,Saturday,9,Chips,Snacks,20,63,Card,15
2025-10-16,Thursday,10,Sugar,Grocery,45,79,UPI,11
2025-04-06,Sunday,4,Milk,Dairy,60,48,UPI,23
2025-08-26,Tuesday,8,Milk,Dairy,60,76,Cash,15
2025-09-11,Thursday,9,Bread,Bakery,35,77,Cash,17
2025-08-28,Thursday,8,Maggi,Grocery,15,44,Card,19
2025-03-18,Tuesday,3,Sugar,Grocery,45,70,Card,7
2025-09-25,Thursday,9,Chips,Snacks,20,49,Cash,11
2025-01-24,Friday,1,Tea,Beverage,120,66,UPI,14
2025-12-05,Friday,12,Maggi,Grocery,15,56,UPI,20
2025-09-15,Monday,9,Coffee,Beverage,180,30,Cash,3
2025-04-04,Friday,4,Sugar,Grocery,45,31,UPI,9
2025-06-02,Monday,6,Cold Drink,Beverage,40,83,UPI,17
2025-11-16,Sunday,11,Toothpaste,Personal Care,95,47,UPI,14
2025-11-06,Thursday,11,Biscuit,Snacks,25,60,UPI,13
2025-03-01,Saturday,3,Maggi,Grocery,15,81,UPI,20
2025-12-03,Wednesday,12,Biscuit,Snacks,25,79,UPI,13
2025-11-12,Wednesday,11,Soap,Personal Care,40,48,UPI,9
2025-04-08,Tuesday,4,Maggi,Grocery,15,37,Cash,16
2025-01-14,Tuesday,1,Bread,Bakery,35,64,Cash,14
2025-08-12,Tuesday,8,Toothpaste,Personal Care,95,40,UPI,8
2025-03-17,Monday,3,Biscuit,Snacks,25,59,UPI,12
2025-03-20,Thursday,3,Bread,Bakery,35,67,UPI,16
2025-10-27,Monday,10,Cold Drink,Beverage,40,48,Cash,10
2025-01-27,Monday,1,Chips,Snacks,20,30,UPI,10
2025-08-10,Sunday,8,Chips,Snacks,20,84,Cash,17
2025-05-29,Thursday,5,Biscuit,Snacks,25,60,UPI,9
2025-11-10,Monday,11,Tea,Beverage,120,69,UPI,16
2025-10-11,Saturday,10,Coffee,Beverage,180,63,UPI,13
2025-11-27,Thursday,11,Shampoo,Personal Care,180,72,UPI,8
2025-04-09,Wednesday,4,Bread,Bakery,35,58,UPI,16
2025-10-28,Tuesday,10,Tea,Beverage,120,80,Cash,15
2025-05-31,Saturday,5,Maggi,Grocery,15,88,Cash,25
2025-08-30,Saturday,8,Milk,Dairy,60,55,UPI,22
2025-12-08,Monday,12,Biscuit,Snacks,25,40,UPI,12
2025-09-09,Tuesday,9,Bread,Bakery,35,83,UPI,13
2025-06-05,Thursday,6,Butter,Dairy,55,38,Cash,5
2025-07-03,Thursday,7,Butter,Dairy,55,48,Cash,6
2025-09-15,Monday,9,Bread,Bakery,35,37,UPI,13
2025-04-27,Sunday,4,Maggi,Grocery,15,57,UPI,23
2025-07-01,Tuesday,7,Butter,Dairy,55,73,Card,4
2025-03-19,Wednesday,3,Milk,Dairy,60,76,Cash,18
2025-08-13,Wednesday,8,Biscuit,Snacks,25,80,UPI,12
2025-11-09,Sunday,11,Maggi,Grocery,15,51,UPI,29
2025-03-02,Sunday,3,Bread,Bakery,35,49,Cash,19
2025-09-17,Wednesday,9,Biscuit,Snacks,25,78,Card,12
2025-07-06,Sunday,7,Bread,Bakery,35,46,Cash,19
2025-08-01,Friday,8,Sugar,Grocery,45,41,Cash,6
2025-05-27,Tuesday,5,Sugar,Grocery,45,40,UPI,10
2025-08-01,Friday,8,Rice,Grocery,70,67,Cash,7
2025-09-29,Monday,9,Bread,Bakery,35,86,UPI,16
2025-07-31,Thursday,7,Chips,Snacks,20,60,Card,11
2025-12-16,Tuesday,12,Tea,Beverage,120,60,UPI,12
2025-09-22,Monday,9,Maggi,Grocery,15,41,UPI,16
2025-03-26,Wednesday,3,Rice,Grocery,70,31,UPI,8
2025-11-25,Tuesday,11,Maggi,Grocery,15,46,Card,23
2025-12-05,Friday,12,Butter,Dairy,55,46,UPI,8
2025-12-25,Thursday,12,Cold Drink,Beverage,40,49,Cash,10
2025-06-26,Thursday,6,Milk,Dairy,60,51,Card,14
2025-03-17,Monday,3,Soap,Personal Care,40,53,Cash,5
2025-11-16,Sunday,11,Cold Drink,Beverage,40,90,Cash,20
2025-06-04,Wednesday,6,Biscuit,Snacks,25,31,UPI,9
2025-03-06,Thursday,3,Rice,Grocery,70,63,UPI,9
2025-10-10,Friday,10,Maggi,Grocery,15,65,Cash,24
2025-01-15,Wednesday,1,Bread,Bakery,35,74,UPI,17
2025-06-05,Thursday,6,Chips,Snacks,20,63,UPI,11
2025-07-10,Thursday,7,Maggi,Grocery,15,78,UPI,18
2025-11-30,Sunday,11,Maggi,Grocery,15,82,Cash,26
2025-05-01,Thursday,5,Sugar,Grocery,45,66,Cash,10
2025-12-07,Sunday,12,Juice,Beverage,55,50,UPI,16
2025-10-21,Tuesday,10,Milk,Dairy,60,73,Cash,20
2025-09-22,Monday,9,Maggi,Grocery,15,52,Cash,20
2025-02-20,Thursday,2,Milk,Dairy,60,80,UPI,15
2025-02-17,Monday,2,Rice,Grocery,70,52,Card,5
2025-08-17,Sunday,8,Sugar,Grocery,45,74,UPI,11
2025-09-23,Tuesday,9,Coffee,Beverage,180,42,Cash,6
2025-08-14,Thursday,8,Shampoo,Personal Care,180,70,Card,4
2025-03-15,Saturday,3,Chips,Snacks,20,67,Cash,16
2025-12-27,Saturday,12,Maggi,Grocery,15,54,Cash,27
2025-01-17,Friday,1,Sugar,Grocery,45,62,UPI,7
2025-11-05,Wednesday,11,Juice,Beverage,55,37,UPI,10
2025-09-25,Thursday,9,Milk,Dairy,60,42,UPI,15
2025-06-05,Thursday,6,Butter,Dairy,55,57,UPI,6
2025-10-29,Wednesday,10,Bread,Bakery,35,57,Card,18
2025-09-08,Monday,9,Bread,Bakery,35,40,UPI,13
2025-01-23,Thursday,1,Maggi,Grocery,15,69,Cash,19
2025-06-22,Sunday,6,Coffee,Beverage,180,78,Cash,12
2025-03-12,Wednesday,3,Maggi,Grocery,15,80,UPI,20
2025-08-18,Monday,8,Sugar,Grocery,45,73,UPI,7
2025-12-07,Sunday,12,Chips,Snacks,20,62,UPI,18
2025-10-04,Saturday,10,Rice,Grocery,70,76,UPI,15
2025-01-13,Monday,1,Bread,Bakery,35,77,Cash,17
2025-10-15,Wednesday,10,Biscuit,Snacks,25,40,UPI,15
2025-10-23,Thursday,10,Soap,Personal Care,40,61,UPI,8
2025-01-10,Friday,1,Sugar,Grocery,45,68,Card,6
2025-01-10,Friday,1,Bread,Bakery,35,85,UPI,15
2025-10-24,Friday,10,Chips,Snacks,20,67,Cash,13
2025-01-24,Friday,1,Rice,Grocery,70,29,UPI,8
2025-01-13,Monday,1,Bread,Bakery,35,57,UPI,17
2025-02-20,Thursday,2,Maggi,Grocery,15,50,UPI,20
2025-02-15,Saturday,2,Bread,Bakery,35,65,Cash,19
2025-06-16,Monday,6,Maggi,Grocery,15,38,Cash,17
2025-02-20,Thursday,2,Milk,Dairy,60,45,UPI,16
2025-07-12,Saturday,7,Milk,Dairy,60,49,UPI,17
2025-05-02,Friday,5,Soap,Personal Care,40,57,Cash,5
2025-02-28,Friday,2,Rice,Grocery,70,30,UPI,7
2025-02-03,Monday,2,Tea,Beverage,120,31,UPI,10
2025-01-10,Friday,1,Bread,Bakery,35,70,Card,15
2025-05-07,Wednesday,5,Toothpaste,Personal Care,95,69,Cash,8
2025-07-28,Monday,7,Milk,Dairy,60,42,Cash,17
2025-03-14,Friday,3,Tea,Beverage,120,63,Card,9
2025-10-03,Friday,10,Chips,Snacks,20,65,UPI,17
2025-11-14,Friday,11,Chips,Snacks,20,33,UPI,13
2025-05-20,Tuesday,5,Juice,Beverage,55,79,UPI,16
2025-11-20,Thursday,11,Milk,Dairy,60,73,UPI,21
2025-10-01,Wednesday,10,Bread,Bakery,35,42,UPI,17
2025-03-13,Thursday,3,Maggi,Grocery,15,57,Card,20
2025-09-16,Tuesday,9,Bread,Bakery,35,78,Card,15
2025-12-29,Monday,12,Shampoo,Personal Care,180,41,UPI,4
2025-06-24,Tuesday,6,Butter,Dairy,55,54,Card,5
2025-12-21,Sunday,12,Milk,Dairy,60,76,UPI,18
2025-12-11,Thursday,12,Cold Drink,Beverage,40,53,Cash,7
2025-09-08,Monday,9,Biscuit,Snacks,25,66,UPI,12
2025-11-30,Sunday,11,Cold Drink,Beverage,40,77,UPI,14
2025-07-12,Saturday,7,Butter,Dairy,55,57,UPI,13
2025-12-23,Tuesday,12,Biscuit,Snacks,25,36,UPI,9
2025-08-16,Saturday,8,Juice,Beverage,55,76,UPI,9
2025-12-30,Tuesday,12,Milk,Dairy,60,48,UPI,16
2025-06-05,Thursday,6,Soap,Personal Care,40,37,Card,3
2025-01-19,Sunday,1,Butter,Dairy,55,77,Cash,12
2025-04-11,Friday,4,Bread,Bakery,35,43,Card,16
2025-09-10,Wednesday,9,Coffee,Beverage,180,59,UPI,4
2025-12-11,Thursday,12,Biscuit,Snacks,25,69,UPI,13
2025-02-03,Monday,2,Coffee,Beverage,180,40,Card,4
2025-09-25,Thursday,9,Cold Drink,Beverage,40,40,Cash,8
2025-12-21,Sunday,12,Maggi,Grocery,15,63,Cash,27
2025-01-02,Thursday,1,Cold Drink,Beverage,40,70,Cash,9
2025-06-15,Sunday,6,Toothpaste,Personal Care,95,50,UPI,13
2025-09-11,Thursday,9,Tea,Beverage,120,62,Cash,9
2025-04-25,Friday,4,Cold Drink,Beverage,40,59,UPI,13
2025-07-20,Sunday,7,Milk,Dairy,60,45,Card,20
2025-04-26,Saturday,4,Chips,Snacks,20,49,UPI,14
2025-02-02,Sunday,2,Milk,Dairy,60,67,UPI,17
2025-11-17,Monday,11,Maggi,Grocery,15,57,UPI,22
2025-06-24,Tuesday,6,Bread,Bakery,35,54,UPI,13
2025-02-07,Friday,2,Bread,Bakery,35,76,UPI,17
2025-08-17,Sunday,8,Maggi,Grocery,15,48,Card,23
2025-07-13,Sunday,7,Juice,Beverage,55,80,UPI,10
2025-08-15,Friday,8,Juice,Beverage,55,44,Cash,5
2025-02-22,Saturday,2,Sugar,Grocery,45,36,UPI,13
2025-02-19,Wednesday,2,Rice,Grocery,70,77,UPI,9
2025-12-04,Thursday,12,Cold Drink,Beverage,40,30,UPI,10
2025-08-08,Friday,8,Sugar,Grocery,45,69,UPI,10
2025-12-12,Friday,12,Toothpaste,Personal Care,95,53,UPI,4
2025-02-25,Tuesday,2,Coffee,Beverage,180,23,Cash,3
2025-04-10,Thursday,4,Maggi,Grocery,15,48,Cash,20
2025-08-04,Monday,8,Milk,Dairy,60,83,Cash,17
2025-03-12,Wednesday,3,Bread,Bakery,35,36,UPI,13
2025-09-20,Saturday,9,Coffee,Beverage,180,67,Card,10
2025-03-17,Monday,3,Biscuit,Snacks,25,51,Cash,12
2025-01-05,Sunday,1,Milk,Dairy,60,87,Cash,25
2025-09-17,Wednesday,9,Maggi,Grocery,15,43,UPI,20
2025-04-13,Sunday,4,Bread,Bakery,35,58,UPI,17
2025-12-21,Sunday,12,Sugar,Grocery,45,80,UPI,16
2025-06-21,Saturday,6,Coffee,Beverage,180,58,UPI,12
2025-01-22,Wednesday,1,Maggi,Grocery,15,53,Card,19
2025-12-21,Sunday,12,Shampoo,Personal Care,180,67,UPI,8
2025-06-19,Thursday,6,Sugar,Grocery,45,42,UPI,9
2025-01-04,Saturday,1,Chips,Snacks,20,37,UPI,13
2025-03-14,Friday,3,Coffee,Beverage,180,53,UPI,5
2025-07-04,Friday,7,Coffee,Beverage,180,24,UPI,3
2025-04-23,Wednesday,4,Milk,Dairy,60,82,UPI,16
2025-05-06,Tuesday,5,Chips,Snacks,20,41,UPI,9
2025-02-21,Friday,2,Chips,Snacks,20,71,UPI,8
2025-02-26,Wednesday,2,Toothpaste,Personal Care,95,39,UPI,6
2025-07-10,Thursday,7,Bread,Bakery,35,67,Card,14
2025-08-11,Monday,8,Butter,Dairy,55,31,UPI,4
2025-04-08,Tuesday,4,Juice,Beverage,55,59,Cash,15
2025-08-08,Friday,8,Milk,Dairy,60,37,Cash,15
2025-10-02,Thursday,10,Coffee,Beverage,180,48,UPI,8
2025-05-24,Saturday,5,Shampoo,Personal Care,180,66,Card,9
2025-02-11,Tuesday,2,Bread,Bakery,35,86,Cash,16
2025-09-18,Thursday,9,Maggi,Grocery,15,87,Card,19
2025-07-11,Friday,7,Biscuit,Snacks,25,65,UPI,12
2025-07-11,Friday,7,Milk,Dairy,60,82,UPI,18
2025-08-31,Sunday,8,Juice,Beverage,55,59,Cash,14
2025-11-29,Saturday,11,Chips,Snacks,20,47,UPI,15
2025-04-22,Tuesday,4,Bread,Bakery,35,62,Card,15
